"","GSM671268","GSM671269","GSM671270","GSM671271","GSM671297","GSM671298","GSM671299","GSM671300","GSM671301","GSM671302","GSM671303","GSM671304","GSM671305","GSM671306","GSM671307","GSM671308","GSM671309","GSM671310","GSM671311","GSM671312","GSM671313","GSM671314","GSM671315","GSM671316","GSM671317","GSM671318","GSM671319","GSM671320","GSM671321","GSM671322","GSM671323","GSM671324","GSM671325","GSM671326","GSM671327","GSM671328","GSM671329","GSM671330","GSM671331","GSM671332","GSM671333","GSM671334","GSM671335","GSM671336","GSM671337","GSM671338","GSM671339","GSM671340","GSM671341","GSM671342","GSM671343","GSM671344","GSM671345","GSM671346","GSM671347","GSM85215","GSM85216","GSM85217","GSM85218","GSM85219","GSM85220","GSM85221","GSM85222","GSM85223","GSM85224","GSM85225","GSM85226","GSM85227","GSM85228","GSM1327256","GSM1327257","GSM1327258","GSM1327259","GSM1327260","GSM1327261","GSM1327262","GSM1327231","GSM1327232","GSM1327233","GSM1327234","GSM1327235","GSM1327236","GSM1327237","GSM1327238","GSM1327239","GSM1327240","GSM1327241","GSM1327242","GSM1327243","GSM1327244","GSM1327245","GSM1327246","GSM1327247","GSM1327248","GSM1327249","GSM1327250","GSM1327251","GSM1327252","GSM1327253","GSM1327254","GSM1327255"
"RHO-SELECTIVE GUANINE EXCHANGE FACTOR AKAP13 MEDIATES STRESS FIBER FORMATION",0.43929815176513,0.438627511892902,0.438005459205971,0.398330253886859,0.356430942928081,0.175107459288944,0.290380445439617,0.336876120796649,0.320305526109782,0.689252622065604,0.567021828382895,0.645788585553881,0.714047682437507,0.441633719323851,0.410568053451766,0.721835502391699,0.509193718444853,0.448427089740718,0.621576067563923,0.354783139637889,0.361935974727397,0.615498579029328,0.527422041173888,0.645148334334023,0.574273390688356,0.620507684503268,0.595624486276127,0.551377084749804,0.627049580146105,0.602645066264965,0.520992311484713,0.14200949157548,0.515201755209861,0.612302100156836,0.170489080062295,0.47831886352892,0.490744358466267,0.551572647163933,0.670721915027912,0.56813971778703,0.469166255621278,0.609603068282203,0.478941131733346,0.491579338245091,0.311592891422823,0.705560225881514,0.77038330469692,0.440367889345045,0.708251465306108,0.604152647731208,0.554349165307165,0.364460416464383,0.606780589798551,0.328101892284083,0.605100762343363,0.615137457389279,0.356965864378821,0.412740516267072,0.43525348930635,0.624519370281147,0.46660128961365,0.509064308062692,0.680366920343527,0.639129757304307,0.278745990304345,0.59970138033238,0.541080813948211,0.5543303099197,0.656627036879833,0.125046281703541,0,0.0430307078976609,0.224702804122825,0.557024125047988,0.264120382547404,0.171058211369569,0.626783617978331,0.423791950407046,0.43525348930635,0.479649036768374,0.66449282845016,0.454640223918458,0.625759557108945,0.421595556586886,0.493128298586334,0.612034713812625,0.489143385906505,0.575560031319591,0.266060639188779,0.590164889041802,0.63288628367244,0.633436371354266,0.493998831770375,0.514143958805955,0.577670670016884,0.578256066132621,0.511170519563996,0.525701606403761,0.636647432343795,0.498494757401346,0.576111564243884
"APOPTOTIC DNA-FRAGMENTATION AND TISSUE HOMEOSTASIS",0.807144864391382,0.92240486646348,0.848590266560525,0.796384869436465,0.886527174321959,0.805689977686135,0.816346264413498,1,0.756936326672899,0.80403117959621,1,0.858120240429684,0.815937483045532,0.933877569039684,0.878015560551947,0.850485535407361,0.835212168079475,0.925809699522643,0.868310186328207,0.883878083371061,0.880404743394028,0.881301055220064,0.919145655338158,0.915688251524379,0.867195258477335,0.874686347015164,0.892479973174771,0.92114590683915,0.908179023830407,0.930303394279357,0.920309761112306,0.881035052755449,0.899150315313222,0.937565973930319,0.878393736853147,0.904108265359734,0.900112721064147,0.88135350206198,0.882989930471324,0.886599004299257,0.635906086591208,0.916651423039292,0.925669235475721,0.981110897009006,0.893083735000807,0.847508024494326,0.907738246706471,0.830331846384715,0.949120610028265,0.826569868377987,0.876306199411037,0.863344938362597,0.888016750480181,0.97668264679314,0.927472185548843,0.843216850349767,0.858634602150466,0.886182597037417,0.893821038515105,0.851558723654371,0.80658477954222,0.955960085535931,0.881094265109432,0.879399425314682,0.853867634817245,0.900803242532275,0.980060532957926,0.936024322455775,0.844484947855924,0.824054134631309,0.894337736439918,0.869021038216577,0.877601355005512,0.903891142883725,0.963410067995262,0.856411021812245,0.884865737948525,0.845315355205733,0.929305881573566,0.926631999539643,0.946957029040675,0.841565000728413,0.894292279224144,0.86582809896556,0.860047846073624,0.97620428182878,0.841065639035793,0.781854628982054,0.651660810465843,0.84011515209808,0.848525019534548,0.903173629155269,0.915786813696116,0.949356432755143,0.840742596929244,0.851548676182979,0.86357258419695,0.878784736090416,0.958631601633081,0.931957579900225,0.874570304436115
"TGF BETA SIGNALING PATHWAY",0.39481095765352,0.378074280234271,0.419638797944429,0.271682712256731,0.346097325857026,0.366046278350597,0.437306256595795,0.288139067609386,0.267041891209061,0.381347517248098,0.374827011888486,0.257150285938622,0.268869140396232,0.327725677040865,0.343005161357985,0.198415948958464,0.257508287761242,0.256414609336628,0.281642109378813,0.513104680098261,0.307375764816113,0.56452976916991,0.576776831084752,0.274492899061314,0.606907454172794,0.565133447720172,0.342992060178702,0.574488457605089,0.624606474212569,0.367924807680581,0.587328879458051,0.488377666953906,0.605069955943904,0.320262839054315,0.491070044373761,0.568917744105867,0.574152817937471,0.588404920968012,0.586004469588873,0.621895719104392,0.499829318693294,0.57018086617353,0.634906970848496,0.599484510866331,0.611376163031206,0.24302474213845,0.21388005628526,0.40684934167695,0.264374813485526,0.602016104057667,0.524254891429446,0.388521784786924,0.384264020486749,0.404300787015212,0.290098203257857,0.335680619636792,0.334676486894785,0.333102504029344,0.497041803310624,0.361349887497242,0.421526138949071,0.481750682420117,0.2304781857185,0.581694888264965,0.285067556270923,0.586108489281999,0.519142179581563,0.570848476640741,0.249844233851326,0.0836564803249074,0,0.0933841728810124,0.185197157495852,0.294918543687958,0.1947197713,0.295234940281526,0.554420545933723,0.433317743177203,0.422111093609341,0.554535638833498,0.583136693882908,0.397303619541057,0.524281908138951,0.380627802713657,0.568060118105838,0.389093363725471,0.421221186588268,0.251746373219821,0.249918961334492,0.594932512249454,0.550683825891256,0.597529485068293,0.55767398509533,0.555130272122777,0.579633432264803,0.517827297218435,0.571704609167786,0.618531449588226,0.344640183100422,0.616018360073671,0.533176349382094
"NFKB ACTIVATION BY NONTYPEABLE HEMOPHILUS INFLUENZAE",0.423401079691673,0.39188855234422,0.384413094473599,0.446698038065493,0.550135614277631,0.527669332924006,0.484364814716298,0.591571665532512,0.624822150474384,0.556305720086202,0.550390348414136,0.600294380262497,0.645883532370367,0.686054209744261,0.473402008076012,0.623736825028818,0.557703745071921,0.639063117082655,0.590808724846535,0.702676538237471,0.666903799140053,0.771110068866308,0.739647389547923,0.630706062962654,0.748869980010997,0.74360377168259,0.628684879748632,0.731769841370305,0.796332095510615,0.723451513263151,0.71831513314109,0.53449684013787,0.713065926879347,0.605046401613249,0.742638985654232,0.753207341723157,0.755817530605166,0.801040690459944,0.729651693601379,0.767770249023409,0.651044757260803,0.723641609425308,0.691769883669932,0.71430820706676,0.784042212702481,0.664512534581756,0.612961556449897,0.519672874626338,0.608780334871558,0.751535971602965,0.499532976144033,0.443341735044176,0.491137920392898,0.432641094844039,0.683410259224975,0.532716466762518,0.515976317050597,0.533809822899352,0.415536715953738,0.475927261437833,0.497322297453387,0.663944390194286,0.62956580137833,0.749127330495177,0.71834337026281,0.76029896470333,0.709536485786434,0.758059427267481,0.651806275708211,0.571626558973625,0.599509177693719,0.577414439093327,0.579147799035597,0.519677717692201,0.568464636748963,0.523708740501642,0.725568938223947,0.459551958146976,0.498908637085598,0.753412414609033,0.787403667019599,0.498412459040004,0.771721604404012,0.517766587302288,0.702205652911528,0.565123071589546,0.451908539691701,0.55687580222247,0.615215868774083,0.744982108545557,0.765671943117352,0.742904424080259,0.781460522174011,0.784511772031561,0.823247216279842,0.760302191849196,0.735290594113584,0.745409366798839,0.514270487886991,0.752035114588805,0.782544974669979
"CHREBP REGULATION BY CARBOHYDRATES AND CAMP",0.868258711778286,0.873543044175354,0.868459314053946,0.860165441724344,0.857167754441313,0.894051913870502,0.840459123582215,0.833505800583058,0.851640515494938,0.837937476796031,0.824448931239273,0.884663881793053,0.913669375276379,0.910786442854365,0.881583014202561,0.904894484294381,0.886746681763984,0.894223259635925,0.850793974317397,0.879907073098863,0.895038106867999,0.902087754697553,0.910266002908386,0.896800756680071,0.897115222871434,0.886812354120331,0.902296280678669,0.900349740371608,0.877102711019963,0.898656842820452,0.895018602904219,0.912112920819649,0.89317871546345,0.900752062894562,0.905285421700737,0.891966615555298,0.903160502206808,0.890368536010964,0.891404013167028,0.902246915120844,0.917105827500104,0.896601028192171,0.902626329763596,0.879112256730791,0.915627116154118,0.890734373656066,0.891800028398423,0.864222900240126,0.858355035688938,0.843258382740213,0.860213576767674,0.829141510351978,0.877370398675557,0.853190334843602,0.904299389238666,0.867389716516315,0.872071086946162,0.881099235265627,0.864621173820513,0.884279041609425,0.864413999742794,0.873614352176146,0.897927949704106,0.885747610475748,0.889119136273401,0.888739245956413,0.893372855106571,0.892719773039151,0.905422500142136,0.891486362156968,0.89190687302355,0.892150354098952,0.885175245312362,0.887956406152242,0.894179685245333,0.881765516524413,0.879157247779229,0.879308653353773,0.884961480471019,0.881810320897509,0.880407283229066,0.878688363689663,0.879938625191894,0.87788617206646,0.884262401123806,0.869113229027792,0.882709871288351,0.879007208153529,0.887174045077173,0.887801079535089,0.880968956578058,0.883289953178232,0.878231034865795,0.875138186384355,0.884427101828824,0.879237367797756,0.884197440981039,0.885582580090055,0.870508096563359,0.885120030198612,0.882613817124626
"NFAT AND HYPERTROPHY OF THE HEART ",0.542405996667527,0.606750682037134,0.595471770985008,0.67926199946833,0.534516028239649,0.640558640013451,0.60245170368625,0.515033204410021,0.587779899832516,0.659843744867716,0.603675391135914,0.616111242534377,0.923914982125994,0.915058396201561,0.646664091470987,0.614245429958719,0.661022389632089,0.635790404633914,0.659412021299239,0.626035552391346,0.636433785876369,0.646376260694501,0.668112369905271,0.704029126308427,0.641072776346573,0.666479462708367,0.705015071071321,0.663894182610337,0.680022850755931,0.700611882416279,0.734949045576375,0.708485103292406,0.750816064681901,0.631523681350817,0.77391433698088,0.673755048617075,0.875630479685832,0.720398535451776,0.676332051094428,0.684050966338972,0.756975722041284,0.854067703618342,0.648365894965896,0.610324980018964,0.659096444387817,0.658274623790342,0.694487555829557,0.595732354429573,0.565917681661689,0.676289803387796,0.649481235697589,0.612016050757878,0.562109622228743,0.544537004293223,0.707776727636878,0.648780247283554,0.647705759801126,0.612803912765758,0.601056886408652,0.63361210856627,0.621604177232094,0.928769312858403,0.655925727737581,0.707716763813029,0.632010109140212,0.656463679826491,0.662162163381668,0.649435753877377,0.77553762629789,0.632539411020296,0.658441203105061,0.649746256130514,0.629688148642178,0.630803704866317,0.644305499384469,0.627138171117579,0.636695216160868,0.609511569583012,0.605840947480274,0.643499624182553,0.615925718453822,0.613428433579566,0.62672085669693,0.612018610967826,0.626494735008885,0.620569559549959,0.613428433579566,0.651636444166752,0.636969130582504,0.683453165566854,0.688673686643091,0.741954249703287,0.690528012648657,0.645878730727196,0.658310456102126,0.676484055978025,0.779160606826556,0.722749172404443,0.683190472046159,0.643471183157957,0.872544117113647
"IL 6 SIGNALING PATHWAY",0.3843951248507,0.501120157754236,0.496174694229191,0.249023390281967,0.402296304291135,0.375094865943189,0.422107257489817,0.337777507652977,0.350080620865364,0.410667352345625,0.40875866818615,0.312773671571694,0.366788485198994,0.725606105106969,0.404323465273601,0.285519795771816,0.334278483526558,0.405999914890016,0.342316018968372,0.327609600175189,0.403275243879365,0.493725193467109,0.577331701099542,0.467917370575514,0.424060084183009,0.411419441333122,0.415635307008654,0.4283384709635,0.421698716939605,0.321012105304054,0.474964027110798,0.49703178531247,0.533821894899741,0.613276287916849,0.522379763023966,0.525851992982324,0.795623340404041,0.480593035819657,0.549697308256225,0.553825224993598,0.581009301759068,0.598540536291199,0.551118243364306,0.550852724352286,0.580982523554653,0.331141124775478,0.314685875615732,0.380185822947823,0.415156272153806,0.463933171698341,0.433373097554978,0.430636292741897,0.363449800619921,0.412530369168327,0.217738407483471,0.368569149555017,0.413531331047942,0.564822779227307,0.53952574355702,0.349713345400427,0.380433669430551,0.761078209669299,0.343804125352093,0.491041023913824,0.540749583316922,0.530958920759227,0.355943184521074,0.408000636177738,0.295307617618112,0.221891402858577,0.234375256377913,0.273360138519006,0.295592769556679,0.738909527506862,0.288178981546852,0.301410180672632,0.516514861411504,0.515671332599827,0.602062145008269,0.689489551515313,0.487601944604264,0.540782706776178,0.479020584668978,0.422839310348629,0.434594180993308,0.447854883058278,0.67494528097305,0.306822385277404,0.609677165787306,0.415902268356207,0.476461597213774,0.470943890729169,0.493975863503165,0.454214405952033,0.421499933875728,0.453121920964004,0.527945120841181,0.477768103819303,0.454214405952033,0.716406749906076,0.513683151097007
"THROMBIN SIGNALING AND PROTEASE-ACTIVATED RECEPTORS",0.492549123238642,0.584614249901963,0.542480727398579,0.245162934279203,0.491047526761045,0.370437697706686,0.480100899419825,0.49420354440162,0.356602733436802,0.715499686789623,0.532298944731745,0.337762854506123,0.361446661422834,0.639796715227512,0.358962444039351,0.313172529147984,0.411666759797428,0.62171251030767,0.361735901660913,0.615311577476459,0.692929675558508,0.781651241047417,0.783567650477221,0.733231129167772,0.723740075546268,0.435651242926177,0.666420288469608,0.387119801178733,0.724328927456104,0.709328148109181,0.745357346948458,0.758615430309845,0.773245211292966,0.631167400977402,0.703598701087169,0.713450784122466,0.648872405060425,0.754174765213458,0.767760748485754,0.775762866495434,0.708847801379081,0.762386799404834,0.658930648710947,0.590058646525712,0.692550430622123,0.403653893549929,0.35949862564396,0.519614640902748,0.509292712268949,0.567419631474251,0.515182137466465,0.533148721239914,0.676451206452254,0.514227450593363,0.332550064785395,0.434651163356479,0.465244797028428,0.637549215130531,0.551812114522029,0.472598057493172,0.551634597802003,0.600365192329282,0.369182746618001,0.865019973232186,0.362729011680455,0.83708043119899,0.656972009266333,0.30722379071303,0.694395600224752,0.141508487669126,0,0.0681031583632929,0.292675023162071,0.626585932084545,0.247724072283456,0.305205400722395,0.692204523090057,0.587541027195926,0.597336966601416,0.629644658409086,0.698108819745394,0.569019039177916,0.698100594733428,0.543885982298635,0.663168721285001,0.512164679649887,0.597336966601416,0.35192606907968,0.633437970414362,0.714595405676573,0.755587672160722,0.73670722107855,0.824716579172086,0.758154181041545,0.768726064049299,0.767710045805379,0.738331026725182,0.743138783315484,0.81772099103229,0.646381627796126,0.783037009223081
"CYCLINS AND CELL CYCLE REGULATION",0.0468626950858349,0.0394796444790323,0.0522338760819126,0.0423817272985532,0.276127296492029,0.213616137902614,0.345883315569458,0.226319824339922,0.466180653944337,0.356632498671292,0.305302009573232,0.206866096174958,0.407405575653731,0.417506881506078,0.322376014328078,0.157652716976394,0.207113780968559,0.131988540083925,0.257705653256498,0.319626929589966,0.31278767694756,0.446544110638495,0.230119810580694,0.221807792645157,0.25820135909871,0.288614775329339,0.16949637482753,0.277430568113733,0.262549943236953,0.224506157788546,0.236375902638039,0.22247889123398,0.391740581601732,0.192663654746402,0.397394792912993,0.23423997364725,0.397189037236496,0.296208399999662,0.305302009573232,0.412779293161898,0.408625838548412,0.370251195335932,0.265711807227305,0.374514020180831,0.383932425324699,0.363810382708821,0.158559419481978,0.0629505235463165,0.31453723857487,0.331961852380136,0.299285219683141,0.281611541176903,0.318175940393957,0.218978102878153,0.192382946283767,0.196423604842763,0.167758202940799,0.124042581526954,0.233706226954312,0.181990688789408,0.165115076428608,0.167628648948498,0.382377663225968,0.372842253302511,0.350352493846591,0.339433316867044,0.395232888752404,0.339206314609343,0.422933690402396,0.152744649977408,0.0275245770612122,0.035990071168322,0.168078266508866,0.1825202546598,0.0909315025663204,0.129769662277026,0.289612364431719,0.215187115286637,0.27058192022572,0.357293276669025,0.285866158715058,0.206455146911545,0.296794102164284,0.211388783996411,0.264407632756664,0.302053408252008,0.21018705138843,0.386258978195337,0.359949977690017,0.451353443993863,0.356190045502635,0.323027465535324,0.219888630907795,0.334453482997455,0.344467228647846,0.368399021658118,0.373908977154756,0.435245421039952,0.384996847469066,0.320272365523333,0.418238844992134
"GROWTH HORMONE SIGNALING PATHWAY",0.15885533563067,0.172431839611436,0.18836789742904,0.183168407207426,0.334348452987297,0.356698037590356,0.332417339989866,0.315396967124773,0.265091541572525,0.478205865199617,0.313222436593345,0.32108590308349,0.342236318534276,0.64258609789992,0.287539893380498,0.315400033449371,0.219559711190385,0.640065074121755,0.352135749066339,0.272959327797001,0.489357125751164,0.463871492254602,0.490507126224966,0.479418621928105,0.418725213632281,0.374661799389778,0.42391462838386,0.390269978955699,0.364775930945776,0.373783483911155,0.42677902416857,0.464331855598282,0.47024088663022,0.516345364569305,0.481587283073431,0.48464858714578,0.325909249938453,0.461850506903551,0.464899702562038,0.483376414898073,0.554636778569349,0.466134181917807,0.61058657423562,0.550371363893788,0.501068011108405,0.455148506374077,0.42954505699619,0.274942811111894,0.308934098382045,0.609396825871241,0.330730363261316,0.315850711235964,0.294814790140548,0.239636786706478,0.409397345053002,0.18797273236535,0.2202482844661,0.316726378162893,0.229667127127404,0.255517669299112,0.248729803142054,0.331420471512891,0.44160718681801,0.462057250123317,0.396332170520314,0.451255466366777,0.549282564535296,0.37231338564656,0.516620349681812,0.353443425942156,0.37231338564656,0.383492122418384,0.366578893672629,0.227374099865267,0.580138289842218,0.246813585215182,0.486293712242326,0.220292988036474,0.634853440765968,0.571509957858101,0.297389329774644,0.279614106087356,0.23683767773535,0.278858932567282,0.489764406662826,0.331021348347552,0.207184781502802,0.39328232074856,0.569433555229457,0.447495368495156,0.42141222687651,0.485381937090927,0.512792458743128,0.436696251136739,0.426101256284283,0.415854146248579,0.482320082442664,0.489020521977247,0.458452873379423,0.583413692574119,0.482432198702196
"MAP KINASE INACTIVATION OF SMRT COREPRESSOR",0.438665951149457,0.464887803526505,0.479493738332038,0.395298819857743,0.511802671159343,0.511129125376866,0.550721232703493,0.459884646334207,0.429059444844696,0.627015591303947,0.532865820427665,0.361690945671705,0.343004123198202,0.350661182278954,0.578262704929549,0.258451636410461,0.401545373156461,0.353980324993939,0.446134110358642,0.546939403490455,0.545520769604786,0.59670743941927,0.720656674675421,0.715643772472493,0.649225268317714,0.635753362920593,0.475356782186987,0.677385967355296,0.56225590359252,0.533753184285672,0.569911518405606,0.538048006568486,0.551855019872113,0.659530430660235,0.635563162110067,0.587460900297043,0.574895161751378,0.629572646457019,0.627405538056422,0.616915494747942,0.643787476934419,0.640599366502931,0.571997216115929,0.558671663292949,0.659509436496652,0.687914238375188,0.341950418743308,0.510615643997764,0.484990499195394,0.561922211682096,0.557465074078162,0.537029328018002,0.5420362752957,0.556218964964844,0.39260948440249,0.426390378397153,0.48750769421294,0.542980359814684,0.555430806412603,0.425126810316284,0.505996068202327,0.431467395954955,0.379512709746047,0.611152566911908,0.657038747460646,0.679176253295393,0.620319073558545,0.644042162377222,0.602362410649929,0.153375631972157,0,0.102032749741477,0.213906099221721,0.42456631745318,0.3680691870507,0.385152858548696,0.627369230330735,0.541370783120384,0.555485776337949,0.630640579598309,0.614077078052744,0.476871277116419,0.64386764954339,0.555172465275157,0.621331217344841,0.594162433790913,0.580549496439273,0.420089212380022,0.401267236932355,0.621004561311852,0.649775394300795,0.617862456582225,0.617707684092932,0.686827872756146,0.691468915279766,0.614013333915863,0.626408148521714,0.615225670353667,0.618733887182342,0.628276421788904,0.666727922982902
"PROTEIN KINASE A AT THE CENTROSOME",0.259059148624677,0.415674790703251,0.374586577227564,0.331200014563704,0.231521550017408,0.0266741187546946,0.686984312140765,0.270218201634827,0.688482967690239,0.554817832070035,0.77332974642704,0.480531563909586,0.143242728919356,0.263336350450398,0.425271402763247,0.451838292271688,0.58988377687958,0.429521192955257,0.476411399226226,0.568367033573168,0.252942352873771,0.632324995219145,0.522809933331756,0.518432133789456,0.660724426309222,0.185737894421888,0.568259434109764,0.743369043904728,0.58112057413892,0.721882362289815,0.635845683797965,0.754173658149916,0.539000751813983,0.243741796530874,0.745050921172599,0.513896892937829,0.566266726499595,0.708609975585958,0.51703160623155,0.627039450499427,0.497822764194914,0.563134591000568,0.685425310462699,0.637424731237897,0.457286222596181,0.399962141225828,0.470615889610715,0.238607259781003,0.196417990167542,0.685137351030454,0.575335213280688,0.269063944191244,0.645686227491996,0.406368508399435,0.501064943431141,0.456498545682201,0.313007499745657,0.245717871292149,0.408669532961463,0.238375419705668,0.668125819063278,0.701309258947271,0.137520210919599,0.536072152316687,0.067317774228556,0.468345946387698,0.713403781173498,0.732748566299406,0.599814556109704,0,0,0,0.684711817340598,0.147478839533901,0.111904365943801,0.0399808768729935,0.464585336063718,0.348005717358262,0.339264645695195,0.386521196872051,0.434508274371027,0.619062908277847,0.42511985574252,0.334862000650306,0.549012050097742,0.544542907752808,0.585091624751637,0.804127594445452,0.0985531237360785,0.639346599907794,0.61847874673631,0.534983790460173,0.506386967936909,0.644416473319207,0.572022415290524,0.583531403260137,0.578225732027781,0.614716103670571,0.566584059559651,0.567375586862309,0.56726701333265
"NUCLEAR RECEPTORS COORDINATE THE ACTIVITIES OF CHROMATIN REMODELING COMPLEXES AND COACTIVATORS TO FACILITATE INITIATION OF TRANSCRIPTION IN CARCINOMA CELLS",0.684217858532948,0.697920497600737,0.677288890819942,0.329436910305858,0.726019722276713,0.602754017123021,0.785087585845172,0.771214654531292,0.59801393992411,0.367906230447077,0.777916019563936,0.550074186109425,0.616677985939691,0.628000991037061,0.772785481641773,0.52254347580234,0.519725942582844,0.567925008452587,0.586867404224334,0.591021652574869,0.600648840120808,0.592848443108164,0.707122874550272,0.694188599375413,0.722334669974812,0.681063069758379,0.649436797511225,0.677643722939325,0.599853485032003,0.735241191552055,0.668123001356524,0.662954482132817,0.623117486225314,0.676250958613401,0.6423209775727,0.695768646052488,0.671520508367162,0.703283909153383,0.621939524002545,0.658396927503904,0.64569233443228,0.657645499906535,0.719989946976824,0.590620189942539,0.558012326754163,0.478283303284328,0.529880233719715,0.761736392713821,0.596427203960714,0.578680293928114,0.805644720032864,0.799034991935309,0.790386858301397,0.770325544020504,0.322450810530827,0.768796320225159,0.526802289285859,0.779216385479254,0.909717120026894,0.791810646782661,0.62523334145773,0.553096856566303,0.534456069365293,0.65194630585396,0.683492245187541,0.897840690514127,0.588568147891251,0.534090229450311,0.549223009368484,0.254642219478566,0,0.106118134536739,0.408010206109741,0.668791607529259,0.525174816641978,0.438895824386709,0.603436340198419,0.813898762416737,0.848835775351027,0.857884699213353,0.819336676427933,0.778503059958225,0.803940952599976,0.680142367398802,0.781307776685553,0.770247297068396,0.757941471420732,0.670412281332909,0.682375279549746,0.714384091887262,0.741653918017662,0.737606560219777,0.858865476978968,0.717077379421752,0.719210828151454,0.691968008708795,0.708890700830121,0.705116803873412,0.801015407381003,0.73303516521896,0.689364254441605
"MULTI-STEP REGULATION OF TRANSCRIPTION BY PITX2",0.165645664589799,0.148908735485042,0.17596436110266,0.132968665235864,0.0391127759352486,0.117461122593629,0,0.239287336236318,0.241878684382771,0.234514508419504,0.0400992718177855,0.157230865112891,0.193899238902547,0.181278558860716,0.510450991965018,0.169942544839248,0.114571037917584,0.170773127102977,0.220916196078792,0.419931964896579,0.0477286402812165,0.0813662123471696,0.186959847108529,0.129146601395436,0.219014863589357,0.0954197620570325,0.17684486312713,0.034396817519963,0.0321650897568851,0.0968972721473018,0.241457297742333,0.0985518916380768,0.0765182092528444,0.178189851537393,0.241504564398542,0.222622725871396,0.230480286233743,0.0209447988922448,0.268459445438138,0.295536024820049,0.198577904123769,0.267364212058454,0.26271457234789,0.201164143285809,0.26351079787185,0.229484235931968,0.191236164849573,0.15106141726574,0.258203198445426,0.221703853685084,0,0.257966601941023,0.298031916901893,0.262323739324916,0.140231379163394,0.216137017109874,0.181384988002474,0.150845107209345,0.244028088831725,0.190944249487776,0.132378921027245,0.168572941891901,0.21817575791966,0.278514094900171,0.0123001189684288,0.284603293872875,0.23767111919775,0.103660516977977,0.232189548790376,0.120706774516794,0.123484779941082,0.134539573231364,0.11439072169836,0.125237904066997,0.128420189230168,0.135476502184396,0.267312990908632,0.232501512710177,0.240854882204337,0.359363905714029,0.27857251534166,0.181185725169728,0.275735564935209,0.233475208376074,0.269786502249037,0.262337025519105,0.224294008596122,0.0489051621789138,0.0663159707871466,0.265613995956471,0.26749693207235,0.273811708462374,0.238706787495687,0.262710574486684,0.255455941731605,0.220320087206806,0.25437326753322,0.265539658886563,0.269883770672425,0.24318400221431,0.256521691726145
"CARM1 AND REGULATION OF THE ESTROGEN RECEPTOR",0.245338581928745,0.297461627577462,0.287883128196447,0.219301403898161,0.198670476703015,0.532200286146005,0.459422887299344,0.232795120039537,0.474227843214661,0.233926910042149,0.151108720161485,0.252699509861047,0.230291942925789,0.203656277656815,0.345319513884243,0.244068559907385,0.318524792216494,0.256049256416547,0.325987800194533,0.19975420402176,0.229175563640203,0.193007655818463,0.421726994854982,0.204053530183281,0.389158182176235,0.411113481097178,0.22232471689511,0.493552773303649,0.176228351714676,0.220902730815856,0.157160560906193,0.156502978996211,0.123717470255786,0.407182851485994,0.208884764588551,0.159553920237471,0.20361100004832,0.165346027814525,0.37597306471375,0.226524243164633,0.188683908045412,0.216551576311012,0.218944220400616,0.239186711024317,0.236626938432252,0.376148416295128,0.224712501788282,0.242406408781796,0.228766367012444,0.210347070490568,0.183047793299296,0.184364323284032,0.236966447895428,0.256369706123754,0.25571724485872,0.204353920585703,0.19998932316169,0.291422205872114,0.285367359641724,0.244345551331096,0.353784600469663,0.146489193373559,0.141894012230114,0.202113968843237,0.326208621229084,0.249072487339894,0.203071019524547,0.519691694417505,0.157070327372551,0.138969334547777,0.0699354368723156,0.112770864031479,0.147239917777914,0.230780797611531,0.133303094844818,0.159620083433128,0.431869434452852,0.264158769387298,0.254657811768572,0.381268538757646,0.280324716340878,0.244097822636844,0.381832303100374,0.245529597835575,0.244397702224189,0.262309552405256,0.268232141540226,0.185990526579678,0.205672332873862,0.23200576254946,0.238938563141696,0.239994123369217,0.236511447315105,0.254118490076137,0.513095176340094,0.214643628424837,0.431666899975651,0.214476840575825,0.223782525014218,0.241186088198079,0.248894810058037
